,Const. No.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
1296,139,KAMINI VISHNUVARDHAN REDDY,Independent,100,4,104,0.05,Nandyal
1297,139,CHINNA RAJU PERI,Independent,282,0,282,0.14,Nandyal
1298,139,DASARI CHINNA LINGAMAIAH,Independent,202,2,204,0.1,Nandyal
1299,139,Y. NAGASESHU,Independent,146,0,146,0.07,Nandyal
1300,139,MADDELA CHANDRA SEKHAR,Independent,134,0,134,0.06,Nandyal
1301,139,DEVARAPATI RAVI KUMAR,Independent,110,1,111,0.05,Nandyal
1302,139,RAMAYANAM HYGREEVACHARI,Independent,510,12,522,0.25,Nandyal
1303,139,LAKKA. KESAVA,Independent,61,1,62,0.03,Nandyal
1304,139,VIKRAM BABU,Independent,144,0,144,0.07,Nandyal
1305,139,K.AJ.S. VIJAYA KUMAR,Independent,47,1,48,0.02,Nandyal
1306,139,B. SRAVAN KUMAR,Independent,46,2,48,0.02,Nandyal
1307,139,SHAIK RIYAZ,Independent,81,0,81,0.04,Nandyal
1308,139,NOTA,None of the Above,1468,50,1518,0.73,Nandyal
1309,8,KRISHNADAS DHARMANA,Yuvajana Sramika Rythu Congress Party,69281,1299,70580,39.79,Narasannapeta
1310,8,MANTHRI NARASIMHAMURTHY,Indian National Congress,2180,45,2225,1.25,Narasannapeta
1311,8,BAGGU RAMANAMURTHY,Telugu Desam,97394,2557,99951,56.35,Narasannapeta
1312,8,KAYA KAMESWARI,Navarang Congress Party,420,12,432,0.24,Narasannapeta
1313,8,CHEEPURU RAVI,Jai Bharat National Party,254,11,265,0.15,Narasannapeta
1314,8,BORA VENKATA SATYENDRANATH ABIHISHEK,Independent,329,3,332,0.19,Narasannapeta
1315,8,MYLAPALLI JAGADEESH,Independent,291,0,291,0.16,Narasannapeta
1316,8,NOTA,None of the Above,3279,21,3300,1.86,Narasannapeta
1317,58,KANURI UDAYA BHASKARA KRISHNA PRASAD,Indian National Congress,1883,32,1915,1.32,Narasapuram
1318,58,BANDELA RAJENDRA PRASAD,Bahujan Samaj Party,413,7,420,0.29,Narasapuram
1319,58,NAGARAJA VARA PRASADA RAJU MUDUNURI,Yuvajana Sramika Rythu Congress Party,43945,433,44378,30.52,Narasapuram
1320,58,AKULA VENKATA SWAMY,Bharatha Chaitanya Yuvajana Party,539,1,540,0.37,Narasapuram
1321,58,KOLLI SATYA NAYAKAR,Navarang Congress Party,1169,3,1172,0.81,Narasapuram
1322,58,PALEPU SATYA LINGA NAYAKAR,Jatiya Jana Sena Party,339,4,343,0.24,Narasapuram
1323,58,POTHURAJU YACOBU,Jaibhim Rao Bharat Party,372,0,372,0.26,Narasapuram
1324,58,BURRA RAMAKRISHNA,Pyramid Party of India,425,0,425,0.29,Narasapuram
1325,58,BOMMIDI NARAYANA NAYAKAR,Janasena Party,93041,1075,94116,64.72,Narasapuram
1326,58,KANCHANA VENKATA RAMESH,Independent,295,0,295,0.2,Narasapuram
1327,58,GADI RAVI,Independent,226,0,226,0.16,Narasapuram
1328,58,NOTA,None of the Above,1208,8,1216,0.84,Narasapuram
1329,97,ARAVINDA BABU CHADALAVADA,Telugu Desam,101270,1897,103167,53.98,Narasaraopet
1330,97,GOPIREDDY SRINIVASA REDDY,Yuvajana Sramika Rythu Congress Party,82271,1191,83462,43.67,Narasaraopet
1331,97,BUDALA SAMELU,Bahujan Samaj Party,821,7,828,0.43,Narasaraopet
1332,97,MAHABOOB BASHA SHAIK,Indian National Congress,1790,30,1820,0.95,Narasaraopet
1333,97,GOGULA MANOHAR,Bharatha Chaitanya Yuvajana Party,118,1,119,0.06,Narasaraopet
1334,97,GODA JOHN PAUL,Jaibhim Rao Bharat Party,181,1,182,0.1,Narasaraopet
1335,97,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,66,0,66,0.03,Narasaraopet
1336,97,TALLAPANENI HARI KRISHNA,Pyramid Party of India,34,0,34,0.02,Narasaraopet
1337,97,ANIL KUMAR PATHRI,Independent,94,6,100,0.05,Narasaraopet
1338,97,KUCHIPUDI CHANDRA SEKHAR,Independent,50,2,52,0.03,Narasaraopet
1339,97,KOTI REDDY.KUMMETA,Independent,38,1,39,0.02,Narasaraopet
1340,97,MAHAMMAD MANZOOR SHAIK.,Independent,47,0,47,0.02,Narasaraopet
1341,97,SRIRAMINENI. PRASAD.,Independent,50,0,50,0.03,Narasaraopet
1342,97,SHAIK . MOULALI,Independent,98,1,99,0.05,Narasaraopet
1343,97,NOTA,None of the Above,1033,19,1052,0.55,Narasaraopet
1344,34,AYYANNAPATRUDU CHINTAKAYALA,Telugu Desam,97961,1888,99849,54.6,Narsipatnam
1345,34,UMA SANKARA GANESH PETLA,Yuvajana Sramika Rythu Congress Party,74101,1072,75173,41.11,Narsipatnam
1346,34,BOTTA NAGARAJU,Bahujan Samaj Party,1226,18,1244,0.68,Narsipatnam
1347,34,RUTHALA SRIRAMA MURTHY,Indian National Congress,1068,20,1088,0.59,Narsipatnam
1348,34,CHANDRAMOULI JOGA,Bharatha Chaitanya Yuvajana Party,298,2,300,0.16,Narsipatnam
1349,34,NETHALA NAGESWARARAO,Jaibhim Rao Bharat Party,440,0,440,0.24,Narsipatnam
1350,34,PAILA SURYA GANESH,Independent,269,1,270,0.15,Narsipatnam
1351,34,BAYPUREDDI BHADRACHALAM,Independent,678,0,678,0.37,Narsipatnam
1352,34,NOTA,None of the Above,3810,14,3824,2.09,Narsipatnam
1353,17,APPALANAIDU BADDUKONDA,Yuvajana Sramika Rythu Congress Party,69409,677,70086,36.83,Nellimarla
1354,17,YERUKONDA TEJA RANI,Bahujan Samaj Party,1376,20,1396,0.73,Nellimarla
1355,17,SARAGADA RAMESH KUMAR,Indian National Congress,1638,29,1667,0.88,Nellimarla
1356,17,ADAPAKA SURIBABU,Reforms Party of India,431,2,433,0.23,Nellimarla
1357,17,KARRI KRISHAN,Samajwadi Party,271,2,273,0.14,Nellimarla
1358,17,TOMPALA NARASAYYA,Jaibhim Rao Bharat Party,299,1,300,0.16,Nellimarla
1359,17,NADIPENA SRINU,Akhil Bharatiya Jan Sangh,312,5,317,0.17,Nellimarla
1360,17,MAJJI NAGAMANI,Jatiya Jana Sena Party,298,10,308,0.16,Nellimarla
1361,17,LENKA MADHAVI,Navarang Congress Party,1438,7,1445,0.76,Nellimarla
1362,17,LOKAM NAGA MADHAVI,Janasena Party,108319,1596,109915,57.75,Nellimarla
1363,17,KANDAMMATIL JAYESH,Independent,406,0,406,0.21,Nellimarla
1364,17,PASUPULETI SATYA PRASAD BABU,Independent,463,0,463,0.24,Nellimarla
1365,17,NOTA,None of the Above,3299,6,3305,1.74,Nellimarla
1366,117,KHALEEL AHAMAD MD,Yuvajana Sramika Rythu Congress Party,47613,449,48062,27.51,Nellore City
1367,117,CHALLA SARATH KUMAR,Bahujan Samaj Party,1267,10,1277,0.73,Nellore City
1368,117,NARAYANA PONGURU,Telugu Desam,118126,2425,120551,68.99,Nellore City
1369,117,MULAM. RAMESH,Communist Party of India (Marxist),1986,52,2038,1.17,Nellore City
1370,117,AMEER AHMED SHAIK,Social Democratic Party Of India,1050,10,1060,0.61,Nellore City
1371,117,KALAHASTI CHENCHU MAHESH,Bharatha Chaitanya Yuvajana Party,119,0,119,0.07,Nellore City
1372,117,PONNAPUDI SYAMALA,Pyramid Party of India,91,0,91,0.05,Nellore City
1373,117,RAGUNATH RAMISETTY,Jaibhim Rao Bharat Party,67,0,67,0.04,Nellore City
1374,117,D. SUNEEL KUMAR,Radical Party of India (Ambedkarist),22,1,23,0.01,Nellore City
1375,117,GUNDALA PADMA REDDY,Independent,39,0,39,0.02,Nellore City
1376,117,DASARI GOWTHAM,Independent,50,3,53,0.03,Nellore City
1377,117,NARU. RAVI KUMAR REDDY,Independent,48,0,48,0.03,Nellore City
1378,117,BANDARU VENKATA SRIDHAR,Independent,82,0,82,0.05,Nellore City
1379,117,VELURU. RANGA RAO,Independent,118,0,118,0.07,Nellore City
1380,117,HANUMANTHA RAO DESAISETTY,Independent,143,0,143,0.08,Nellore City
1381,117,NOTA,None of the Above,944,23,967,0.55,Nellore City
1382,118,ADALA PRABHAKARA REDDY,Yuvajana Sramika Rythu Congress Party,74275,1220,75495,38.81,Nellore Rural
1383,118,KOTAMREDDY SRIDHAR REDDY,Telugu Desam,106587,3388,109975,56.53,Nellore Rural
1384,118,BODEDDULA SRIRAMULU,Bahujan Samaj Party,655,29,684,0.35,Nellore Rural
1385,118,SHAIK FAYAZ,Indian National Congress,4207,73,4280,2.2,Nellore Rural
1386,118,ANIL KUMAR SURISETTY,Revolutionary Socialist Party,590,2,592,0.3,Nellore Rural
1387,118,KATTA SIREESH,Akhil Bharatiya Jan Sangh,98,2,100,0.05,Nellore Rural
1388,118,FAZIL SYED,Social Democratic Party Of India,946,11,957,0.49,Nellore Rural
1389,118,JADDA NIRANJAN,Independent,46,0,46,0.02,Nellore Rural
1390,118,BOMMALATA SURESH,Independent,74,1,75,0.04,Nellore Rural
1391,118,SHAIK MUJEEB,Independent,152,3,155,0.08,Nellore Rural
1392,118,SHAIK SARDAR HUSSIEN,Independent,167,0,167,0.09,Nellore Rural
1393,118,NOTA,None of the Above,1972,44,2016,1.04,Nellore Rural
1394,55,GUMMAPU. CHITRASENU,Bahujan Samaj Party,1209,51,1260,0.69,Nidadavole
1395,55,PEDDIREDDI SUBBARAO,Indian National Congress,1471,24,1495,0.82,Nidadavole
1396,55,G.SRINIVAS NAIDU,Yuvajana Sramika Rythu Congress Party,68800,595,69395,38.02,Nidadavole
1397,55,KASTURI SATYA PRASAD,All India Forward Bloc,1680,11,1691,0.93,Nidadavole
1398,55,KOTTIYADA DURGA,Jatiya Jana Sena Party,450,4,454,0.25,Nidadavole
1399,55,KANCHERLA DURGESH,Navarang Congress Party,1652,16,1668,0.91,Nidadavole
1400,55,KANDULA DURGESH,Janasena Party,101609,1090,102699,56.27,Nidadavole
1401,55,PULAMALA VEERA BHADRAM,Jai Bharat National Party,310,1,311,0.17,Nidadavole
1402,55,MUKKAMALA ANNAVARA PRASAD. (PYRAMID PRASAD),Pyramid Party of India,277,1,278,0.15,Nidadavole
1403,55,ARIGELA SATYA VARA PRASAD,Independent,477,1,478,0.26,Nidadavole
1404,55,VENKATESWARA NAIDU GIDDA,Independent,347,0,347,0.19,Nidadavole
1405,55,SRINIVASA NAIDU GIDDA,Independent,282,1,283,0.16,Nidadavole
1406,55,NOTA,None of the Above,2137,7,2144,1.17,Nidadavole
1407,70,KOLUSU PARTHA SARATHY,Telugu Desam,107303,926,108229,51.12,Nuzvid
1408,70,CHALIGANTI VENKATESH (DOCTOR),Bahujan Samaj Party,1286,5,1291,0.61,Nuzvid
1409,70,MAREEDU. KRISHNA,Indian National Congress,2389,16,2405,1.14,Nuzvid
1410,70,MEKA VENKATA PRATAP APPARAO,Yuvajana Sramika Rythu Congress Party,95082,769,95851,45.27,Nuzvid
1411,70,PAMU. RAVEENDRA NADH,Reforms Party of India,437,1,438,0.21,Nuzvid
1412,70,SOMU VENKATA SIVA PURNA CHANDRARAO (SIVA),Jatiya Jana Sena Party,178,0,178,0.08,Nuzvid
1413,70,AMUDALA ISSAKU @ PITCHAIAH,Independent,98,0,98,0.05,Nuzvid
1414,70,KOLUSU KAMALA LAKSHMI,Independent,115,0,115,0.05,Nuzvid
1415,70,BOTLA. SIVA SATYANARAYANA.,Independent,115,0,115,0.05,Nuzvid
1416,70,MANDALAPU SRINIVASARAO,Independent,226,0,226,0.11,Nuzvid
1417,70,NOTA,None of the Above,2757,14,2771,1.31,Nuzvid
1418,108,THATIPARTHI.VENKATA SWAMY,Bahujan Samaj Party,259,15,274,0.13,Ongole
1419,108,TURAKAPALLI NAGALAKSHMI,Indian National Congress,2018,49,2067,0.99,Ongole
1420,108,DAMACHARLA JANARDHANA RAO,Telugu Desam,115908,2892,118800,56.76,Ongole
1421,108,BALINENI SRINIVASA REDDY,Yuvajana Sramika Rythu Congress Party,82794,1980,84774,40.5,Ongole
1422,108,KOLA SATISH,Navarang Congress Party,226,0,226,0.11,Ongole
1423,108,BRAHMA NAIDU BILLA,Radical Party of India (Ambedkarist),75,0,75,0.04,Ongole
1424,108,MITNASALA CHAITANYA PRASADU,Liberation Congress Party,60,0,60,0.03,Ongole
1425,108,A.YOGANAND,Pyramid Party of India,71,1,72,0.03,Ongole
1426,108,VALLAMREDDY.RAJAGOPALA REDDY,Jai Bharat National Party,63,0,63,0.03,Ongole
1427,108,AKKARAJU NIRMAL,Independent,47,0,47,0.02,Ongole
1428,108,ANITHA PALETI,Independent,49,0,49,0.02,Ongole
1429,108,ALA.NARAYANA RAO,Independent,39,0,39,0.02,Ongole
1430,108,ASODHI SANKAR REDDY,Independent,89,0,89,0.04,Ongole
1431,108,CHAPPIDI.RAVI BABU,Independent,64,0,64,0.03,Ongole
1432,108,TIRUPATISWAMI,Independent,51,0,51,0.02,Ongole
1433,108,THELLA.KIRAN KUMAR,Independent,168,0,168,0.08,Ongole
1434,108,DASARI SUNDARAM,Independent,126,0,126,0.06,Ongole
1435,108,PATAPANJULA SRINU,Independent,120,0,120,0.06,Ongole
1436,108,PATAPATI SRINIVASARAO,Independent,223,0,223,0.11,Ongole
1437,108,MANNAM.SUDHEER KUMAR,Independent,282,3,285,0.14,Ongole
1438,108,MANDAPALLI VENKATESWARLU,Independent,65,2,67,0.03,Ongole
1439,108,SHAIK MUNTHAJ,Independent,66,1,67,0.03,Ongole
1440,108,VAJRALA.MAHESWAR REDDY,Independent,47,0,47,0.02,Ongole
1441,108,VENKATA RAO KOLLA,Independent,37,0,37,0.02,Ongole
1442,108,SUNKARA.KALYANI,Independent,47,2,49,0.02,Ongole
1443,108,HUSSAIN BEE.SHAIK,Independent,53,1,54,0.03,Ongole
1444,108,NOTA,None of the Above,1282,28,1310,0.63,Ongole
1445,29,APPA RAO SURLA,Bahujan Samaj Party,2646,27,2673,1.66,Paderu
1446,29,ESWARI GIDDI,Telugu Desam,47468,1364,48832,30.3,Paderu
1447,29,BULLIBABU SATAKA,Indian National Congress,13271,295,13566,8.42,Paderu
1448,29,MATSYARASA VISWESWARA RAJU,Yuvajana Sramika Rythu Congress Party,67333,837,68170,42.3,Paderu
1449,29,KILLO RANGA RAO,Bharatha Chaitanya Yuvajana Party,1174,4,1178,0.73,Paderu
1450,29,JOSEPH KINTUKURI,India Praja Bandhu Party,615,5,620,0.38,Paderu
1451,29,DUMANTHI NAGESWARARAO,Jai Bharat National Party,558,1,559,0.35,Paderu
1452,29,BONKU ARJUNARAO,Jai Maha Bharath Party,502,11,513,0.32,Paderu
1453,29,MINUMALA RAMBABU,Samajwadi Party,757,0,757,0.47,Paderu
1454,29,ADAPA VISHNU MURTHY,Independent,694,1,695,0.43,Paderu
1455,29,KOKKULA KANNABABU,Independent,1005,18,1023,0.63,Paderu
1456,29,CHETTI SANKARA RAO,Independent,742,16,758,0.47,Paderu
1457,29,CHERRIKI EPRAYAM BABU,Independent,1109,3,1112,0.69,Paderu
1458,29,DONKADA SIVA PRASAD,Independent,1432,2,1434,0.89,Paderu
1459,29,VALLA MOUNIKA,Independent,1910,5,1915,1.19,Paderu
1460,29,VANTHALA SUBBA RAO,Independent,15893,42,15935,9.89,Paderu
1461,29,NOTA,None of the Above,1408,12,1420,0.88,Paderu
1462,57,ARJUNARAO KOLUKULURI,Indian National Congress,1913,32,1945,1.19,Palacole
1463,57,ELIYA KOLLABATHULA,Bahujan Samaj Party,461,12,473,0.29,Palacole
1464,57,GUDALA SRI HARI GOPALA RAO (GUDALA GOPI),Yuvajana Sramika Rythu Congress Party,44590,579,45169,27.67,Palacole
1465,57,DR.NIMMALA RAMANAIDU,Telugu Desam,111471,1643,113114,69.3,Palacole
1466,57,POLISETTI SIVA KRISHNA,Pyramid Party of India,271,1,272,0.17,Palacole
1467,57,BEZAWADA TULASIRAO,Jai Bharat National Party,116,4,120,0.07,Palacole
1468,57,ANANTHA NAGA BHUSHANAM TAMMA,Independent,63,1,64,0.04,Palacole
1469,57,KOTIKALAPUDI PRADEEP,Independent,64,0,64,0.04,Palacole
1470,57,JALLA VASU,Independent,68,0,68,0.04,Palacole
1471,57,TANETI CHINNABBULU,Independent,45,0,45,0.03,Palacole
1472,57,TANETI PRASAD,Independent,66,0,66,0.04,Palacole
1473,57,NALLI RAJESH,Independent,74,1,75,0.05,Palacole
1474,57,PALAPARTHI JOHN SON,Independent,421,1,422,0.26,Palacole
1475,57,VASANTHALA D.V. SURESH,Independent,137,0,137,0.08,Palacole
1476,57,SALADI SRI RAMA MURTHY,Independent,259,1,260,0.16,Palacole
1477,57,NOTA,None of the Above,900,19,919,0.56,Palacole
1478,10,CHANTI BABU SAVARA,Indian National Congress,1981,60,2041,1.38,Palakonda
1479,10,VISWASARAYI KALAVATHI,Yuvajana Sramika Rythu Congress Party,61115,802,61917,41.73,Palakonda
1480,10,VOOYAKA. BHANU CHANDAR,Bahujan Samaj Party,1567,3,1570,1.06,Palakonda
1481,10,KRISHNA NIMMAKA,Jatiya Jana Sena Party,1340,23,1363,0.92,Palakonda
1482,10,JAYAKRISHNA NIMMAKA,Janasena Party,73351,1857,75208,50.69,Palakonda
1483,10,JAIPALU KADRAKA,Navarang Congress Party,1024,1,1025,0.69,Palakonda
1484,10,BIDDIKA UMA MAHESWARA RAO,Gondwana Dandkaranya Party,964,27,991,0.67,Palakonda
1485,10,NOTA,None of the Above,4248,12,4260,2.87,Palakonda
1486,174,AMARANATHA REDDY. N,Telugu Desam,121698,1534,123232,52.09,Palamaner
1487,174,VENKATE GOWDA. N,Yuvajana Sramika Rythu Congress Party,102596,514,103110,43.59,Palamaner
1488,174,B. SIVASANKAR,Indian National Congress,3992,23,4015,1.7,Palamaner
1489,174,R. SHOBHA,Bahujan Samaj Party,694,5,699,0.3,Palamaner
1490,174,C. VINOD KUMAR,Viduthalai Chiruthaigal Katchi,247,4,251,0.11,Palamaner
1491,174,AMARANATHA REDDY,Independent,127,0,127,0.05,Palamaner
1492,174,AMARANADHA REDDY. R,Independent,174,0,174,0.07,Palamaner
1493,174,ARUN KUMAR. S,Independent,654,2,656,0.28,Palamaner
1494,174,ALASAPURA SUBRAMANYAMU,Independent,188,0,188,0.08,Palamaner
1495,174,C. UMAMAHESWAR REDDY,Independent,156,0,156,0.07,Palamaner
1496,174,L. DAMODARA NAIDU,Independent,167,0,167,0.07,Palamaner
1497,174,V. PAVITHRA KAVALI,Independent,193,0,193,0.08,Palamaner
1498,174,K. BASHA,Independent,159,0,159,0.07,Palamaner
1499,174,BOMMANAPALLI LAKSHMANNA,Independent,1081,4,1085,0.46,Palamaner
1500,174,NOTA,None of the Above,2324,20,2344,0.99,Palamaner
1501,2,APPALARAJU SEEDIRI,Yuvajana Sramika Rythu Congress Party,60305,905,61210,36.43,Palasa
1502,2,GOUTHU SIREESHA,Telugu Desam,99588,1972,101560,60.44,Palasa
1503,2,TRINATH BABU MAJJI,Indian National Congress,999,65,1064,0.63,Palasa
1504,2,NAGIRI SRINIVASA RAO,Bahujan Samaj Party,260,15,275,0.16,Palasa
1505,2,ANIL RAJU GMS,Jai Bharat National Party,116,7,123,0.07,Palasa
1506,2,APPALARAJU MOTURU,Bharatha Chaitanya Yuvajana Party,64,1,65,0.04,Palasa
1507,2,KAMESWARARAO POTANAPALLI,Communist Party of India (Marxist-Leninist) (Liberation),152,3,155,0.09,Palasa
1508,2,KARNI.VENKATARAMANA MURTY,Independent,139,3,142,0.08,Palasa
1509,2,TELAGAVALASA JAYARAM,Independent,322,0,322,0.19,Palasa
1510,2,D.VEERASWAMI,Independent,352,5,357,0.21,Palasa
1511,2,NOTA,None of the Above,2742,20,2762,1.64,Palasa
1512,77,ANIL KUMAR KAILE,Yuvajana Sramika Rythu Congress Party,63719,780,64499,39.12,Pamarru (SC)
1513,77,KUMAR RAJA VARLA,Telugu Desam,92853,1336,94189,57.13,Pamarru (SC)
1514,77,D Y DAS,Indian National Congress,2195,38,2233,1.35,Pamarru (SC)
1515,77,BABU RAJENDRAPRASAD. RAYAVARAPU,Bahujan Samaj Party,443,10,453,0.27,Pamarru (SC)
1516,77,KODALI SUNEELA,Jaibhim Rao Bharat Party,199,0,199,0.12,Pamarru (SC)
1517,77,NAYUDU. SIRISHA RANI,Jai Bharat National Party,460,2,462,0.28,Pamarru (SC)
1518,77,M RAJA MANOHAR,Republican Party of India (A),814,2,816,0.49,Pamarru (SC)
1519,77,SALE DINESH BABU.,Jatiya Jana Sena Party,284,1,285,0.17,Pamarru (SC)
1520,77,NOTA,None of the Above,1722,11,1733,1.05,Pamarru (SC)
1521,138,KATASANI RAMABHUPAL REDDY,Yuvajana Sramika Rythu Congress Party,99234,1447,100681,40.23,Panyam
1522,138,GOWRU CHARITHA REDDY,Telugu Desam,137743,3529,141272,56.45,Panyam
1523,138,GOUSE DESAI,Communist Party of India (Marxist),2995,86,3081,1.23,Panyam
1524,138,DASARI RAMA SESHAIAH,Bahujan Samaj Party,639,16,655,0.26,Panyam
1525,138,K.KRISHNAMACHARI,Andhra Rastra Praja Samithi,149,0,149,0.06,Panyam
1526,138,M.JAMANNA,Jana Sahayaka Sakthi,116,0,116,0.05,Panyam
1527,138,TELUGU BHASKAR,Navarang Congress Party,149,0,149,0.06,Panyam
1528,138,BATHULA CHINNAIAH,All India Forward Bloc,150,3,153,0.06,Panyam
1529,138,BOGGULA MAHENDRA BABU,Super Rangers Party,99,1,100,0.04,Panyam
1530,138,MALLAPU RAJU,India Praja Bandhu Party,122,2,124,0.05,Panyam
1531,138,REGATI RAGHU RAMI REDDY,Jai Bharat National Party,164,6,170,0.07,Panyam
1532,138,HARUN DUDEKULA,Anna YSR Congress Party,163,4,167,0.07,Panyam
1533,138,CHIRANJEEVI PUSULURI,Independent,301,2,303,0.12,Panyam
1534,138,J. SEETHAMMA,Independent,490,3,493,0.2,Panyam
1535,138,NOTA,None of the Above,2602,61,2663,1.06,Panyam
1536,104,YELURI SAMBASIVA RAO,Telugu Desam,108941,1634,110575,54.67,Parchur
1537,104,NALLAGORLA SIVA SRILAKSHMI JYOTHI,Indian National Congress,2275,18,2293,1.13,Parchur
1538,104,YADAM BALAJI,Yuvajana Sramika Rythu Congress Party,85571,991,86562,42.79,Parchur
1539,104,VENKATRATNAM THAMMULURI,Bahujan Samaj Party,401,2,403,0.2,Parchur
1540,104,YERIJARLA VIDYUL KUMAR,Radical Party of India (Ambedkarist),59,0,59,0.03,Parchur
1541,104,BACHINA RAMBABU,Jateeya Sama Samajam Party,419,8,427,0.21,Parchur
1542,104,BENDAPUDI LOKESHWARA SARMA,Pyramid Party of India,60,0,60,0.03,Parchur
1543,104,ALOKAM RAMESH BABU,Independent,23,0,23,0.01,Parchur
1544,104,KORAMBANDI SURESH BABU,Independent,19,1,20,0.01,Parchur
1545,104,GERA RAVINDRANADH TAGORE,Independent,27,0,27,0.01,Parchur
1546,104,GOVINDU KONDURI,Independent,21,2,23,0.01,Parchur
1547,104,CHIMPIRAIAH GALI,Independent,39,1,40,0.02,Parchur
1548,104,CHIMATA HANUMANTHARAO,Independent,76,2,78,0.04,Parchur
1549,104,P. SRINIVASA RAO,Independent,267,0,267,0.13,Parchur
1550,104,SHAIK KHASIM SAIDA,Independent,128,0,128,0.06,Parchur
1551,104,NOTA,None of the Above,1269,20,1289,0.64,Parchur
1552,12,ALAJANGI JOGARAO,Yuvajana Sramika Rythu Congress Party,58618,873,59491,39.23,Parvathipuram
1553,12,KUPPILI VENKATA RAMANA,Bahujan Samaj Party,947,7,954,0.63,Parvathipuram
1554,12,BATHINA MOHANARAO,Indian National Congress,1614,26,1640,1.08,Parvathipuram
1555,12,BONELA VIJAYA CHANDRA,Telugu Desam,81988,1917,83905,55.33,Parvathipuram
1556,12,GUNTA JYOTHI,Jaibhim Rao Bharat Party,625,1,626,0.41,Parvathipuram
1557,12,POTNURU KIRAN KUMAR(RAJ KIRAN),Jai Bharat National Party,295,4,299,0.2,Parvathipuram
1558,12,UDAYA BHANU GARBHAPU,Independent,641,13,654,0.43,Parvathipuram
1559,12,GARBHAPU MOHANA RAO,Independent,599,0,599,0.4,Parvathipuram
1560,12,NOTA,None of the Above,3456,9,3465,2.29,Parvathipuram
1561,4,KOPPURAUTU VENKATA RAO,Indian National Congress,3502,63,3565,2.18,Pathapatnam
1562,4,BODDEPALLI KRISHNA RAO,Bahujan Samaj Party,1695,9,1704,1.04,Pathapatnam
1563,4,MAMIDI GOVINDA RAO,Telugu Desam,87273,2179,89452,54.77,Pathapatnam
1564,4,REDDY SHANTHI,Yuvajana Sramika Rythu Congress Party,62035,890,62925,38.53,Pathapatnam
1565,4,GOLLA TIRUPATHI RAO,Jai Bharat National Party,362,6,368,0.23,Pathapatnam
1566,4,JANNI SANJEEVA RAO,Gondwana Dandkaranya Party,384,39,423,0.26,Pathapatnam
1567,4,ASAPANNA SANKARA RAO,Independent,113,0,113,0.07,Pathapatnam
1568,4,KOYYANA GOVINDA RAO,Independent,245,0,245,0.15,Pathapatnam
1569,4,BAGGU KRUSHNA,Independent,327,1,328,0.2,Pathapatnam
1570,4,R.MOHANA RAO,Independent,606,2,608,0.37,Pathapatnam
1571,4,NOTA,None of the Above,3584,20,3604,2.21,Pathapatnam
1572,142,KANGATI SREEDEVI,Yuvajana Sramika Rythu Congress Party,83949,689,84638,44.17,Pattikonda
1573,142,RAJESH. NAYAKALLU,Bahujan Samaj Party,1564,3,1567,0.82,Pattikonda
1574,142,K.E. SHYAM KUMAR,Telugu Desam,97618,1231,98849,51.58,Pattikonda
1575,142,KURUBA MANKE VENKATESH,All India Kisan Janatha party,639,7,646,0.34,Pattikonda
1576,142,RAMACHANDRAIAH,Communist Party of India,1922,34,1956,1.02,Pattikonda
1577,142,VALMIKI PEDDAIAH,National Nava Kranthi Party,1100,5,1105,0.58,Pattikonda
1578,142,EDIGA SHIVA PRASAD,Independent,302,1,303,0.16,Pattikonda
1579,142,GADDALA RAJU,Independent,228,2,230,0.12,Pattikonda
1580,142,MULINTI RAJU,Independent,267,0,267,0.14,Pattikonda
1581,142,NOTA,None of the Above,2056,14,2070,1.08,Pattikonda
1582,33,ANITHA VANGALAPUDI,Telugu Desam,118675,1367,120042,57.86,Payakaraopet
1583,33,KAKARA NARASIMHARAO,Bahujan Samaj Party,1632,5,1637,0.79,Payakaraopet
1584,33,JOGULU KAMBALA,Yuvajana Sramika Rythu Congress Party,75614,701,76315,36.78,Payakaraopet
1585,33,DR.BONI TATA RAO,Indian National Congress,2059,28,2087,1.01,Payakaraopet
1586,33,KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party,1770,16,1786,0.86,Payakaraopet
1587,33,DULAPALLI NAGESWARARAO,Jai Bharat National Party,257,2,259,0.12,Payakaraopet
1588,33,PARAVADA RAMAKRISHNA,Prabuddha Republican Party,284,1,285,0.14,Payakaraopet
1589,33,BOORTHI.YESAYYA,Independent,540,3,543,0.26,Payakaraopet
1590,33,SETTIBATHULA DHARMARAJU,Independent,425,0,425,0.2,Payakaraopet
1591,33,NOTA,None of the Above,4090,17,4107,1.98,Payakaraopet
1592,85,NAMBURU SANKARA RAO,Yuvajana Sramika Rythu Congress Party,91048,820,91868,43.89,Pedakurapadu
1593,85,PAMIDI NAGESWARA RAO,Indian National Congress,1280,10,1290,0.62,Pedakurapadu
1594,85,BHASHYAM PRAVEEN,Telugu Desam,111980,977,112957,53.97,Pedakurapadu
1595,85,VARAGANI EDUKONDALU,Bahujan Samaj Party,1029,1,1030,0.49,Pedakurapadu
1596,85,ALA RAMAKRISHNA RAO,Bharatha Chaitanya Yuvajana Party,135,5,140,0.07,Pedakurapadu
1597,85,KALYAN CHAKRAVARTHY NAMBURU,Independent,489,1,490,0.23,Pedakurapadu
